title,authors,genre,cover,average_rating,ratings_count,summary,,num_pages,published_year,subtitle,isbn10,isbn13
Stephen Hawking's Universe,David Filkin,Science,http://books.google.com/books/content?id=Q1XgUZzNFGoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28,1383,"Stephen Hawking's A Brief History of Time has sold over 9 million copies worldwide. Now, in everyday language, Stephen Hawking's Universe reveals step-by-step how we can all share his understanding of the cosmos, and our own place within it. Stargazing has never been the same since cosmologists discovered that galaxies are moving away from each other at an extraordinary speed. It was this understanding of the movement of galaxies that allowed scientists to develop a theory of how the universe was created—the Big Bang theory. Working with this theory, Stephen Hawking and other physicists felt challenged to come up with a scientific picture that would tackle the fundamental question: what is the nature of the universe? Stephen Hawking's Universe charts this work and provides simple explanations for phenomena that arouse our curiosity. This work is a voyage of discovery with an astonishing set of conclusions that will enable us to understand how matter can be produced from nothing at all and will provide us with an explanation for the basis of our existence and that of everything around us.",,304,1998,The Cosmos Explained,465081983,9780465081981
Assembling California,John McPhee,Science,http://books.google.com/books/content?id=peRjDOETl_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,1532,"At various times in a span of fifteen years, John McPhee made geological field surveys in the company of Eldridge Moores, a tectonicist at the University of California at Davis. The result of these trips is Assembling California, a cross-section in human and geologic time, from Donner Pass in the Sierra Nevada through the golden foothills of the Mother Lode and across the Great Central Valley to the wine country of the Coast Ranges, the rock of San Francisco, and the San Andreas family of faults. The two disparate time scales occasionally intersect--in the gold disruptions of the nineteenth century no less than in the earthquakes of the twentieth--and always with relevance to a newly understood geologic history in which half a dozen large and separate pieces of country are seen to have drifted in from far and near to coalesce as California. McPhee and Moores also journeyed to remote mountains of Arizona and to Cyprus and northern Greece, where rock of the deep-ocean floor has been transported into continental settings, as it has in California. Global in scope and a delight to read, Assembling California is a sweeping narrative of maps in motion, of evolving and dissolving lands.",,294,1994,,374523932,9780374523930
The Anatomy Coloring Book,Wynn Kapit;Lawrence M. Elson,Science,http://books.google.com/books/content?id=gt0jRUTABWQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.25,1620,Includes bibliographical references and index,,400,2002,,805350861,9780805350869
"Power, Sex, Suicide",Nick Lane,Science,http://books.google.com/books/content?id=PzgTDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.24,2110,"Mitochondria are tiny structures located inside our cells that carry out the essential task of producing energy for the cell. They are found in all complex living things, and in that sense, they are fundamental for driving complex life on the planet. But there is much more to them than that. Mitochondria have their own DNA, with their own small collection of genes, separate from those in the cell nucleus. It is thought that they were once bacteria living independent lives. Their enslavement within the larger cell was a turning point in the evolution of life, enabling the development of complex organisms and, closely related, the origin of two sexes. Unlike the DNA in the nucleus, mitochondrial DNA is passed down exclusively (or almost exclusively) via the female line. That's why it has been used by some researchers to trace human ancestry daughter-to-mother, to 'Mitochondrial Eve'. Mitochondria give us important information about our evolutionary history. And that's not all. Mitochondrial genes mutate much faster than those in the nucleus because of the free radicals produced in their energy-generating role. This high mutation rate lies behind our ageing and certain congenital diseases. The latest research suggests that mitochondria play a key role in degenerative diseases such as cancer, through their involvement in precipitating cell suicide. Mitochondria, then, are pivotal in power, sex, and suicide. In this fascinating and thought-provoking book, Nick Lane brings together the latest research findings in this exciting field to show how our growing understanding of mitochondria is shedding light on how complex life evolved, why sex arose (why don't we just bud?), and why we age and die. This understanding is of fundamental importance, both in understanding how we and all other complex life came to be, but also in order to be able to control our own illnesses, and delay our degeneration and death. 'An extraordinary account of groundbreaking modern science... The book abounds with interesting and important ideas.' Mark Ridley, Department of Zoology, University of Oxford",,354,2006,Mitochondria and the Meaning of Life,199205647,9780199205646
The Making of the Fittest,Sean B. Carroll,Science,http://books.google.com/books/content?id=zHQZy0Z7BcoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,2532,"A geneticist and author of Endless Forms Most Beautiful discusses the role of DNA in the evolution of life on Earth, explaining how an analysis of DNA reveals a complete record of the events that have shaped each species and how it provides evidence of the validity of the theory of evolution.",,304,2006,DNA and the Ultimate Forensic Record of Evolution,393061639,9780393061635
Feynman's Rainbow,Leonard Mlodinow,Science,http://books.google.com/books/content?id=KiXftgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4,2635,"As a young physicist, Leonard Mlodinow looked for guidance from his mentor, the Nobel Prize-winning physicist Richard Feynman. Drawing on transcripts from their meetings during their time together at Cal Tech, Mlodinow shares Feynman's provocative thoughts and observations. At once a moving portrait of a friendship and an affecting account of Feynman's final, creative years, this book celebrates the inspiring legacy of one of the greatest thinkers of our time.",,192,2004,A Search for Beauty in Physics and in Life,446692514,9780446692519
In Search of Memory,Eric R. Kandel,Science,http://books.google.com/books/content?id=aARlQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,3654,KANDEL/IN SEARCH OF MEMORY,,430,2006,The Emergence of a New Science of Mind,393058638,9780393058635
The Illustrated on the Shoulders of Giants,Stephen W. Hawking,Science,http://books.google.com/books/content?id=r1y3PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,4014,Hawking's revolutionary look at the scientific discoveries that changed people's perceptions of the world now comes complete with color photographs and illustrations depicting theoretical models of the planets and their orbits.,,256,2005,The Great Works of Physics and Astronomy,762427329,9780762427321
The Authority,Warren Ellis;Bryan Hitch;Mark Millar;Frank Quitely,Science,http://books.google.com/books/content?id=da9_QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,4100,"The Authority under Jenny Sparks, the Spirit of the 20th century, comes to a close as she battles a godlike alien invader. Following in her footsteps, Jenny Quantum, the Spirit of the 21st century, evades a diabolical super-genius and his army.",,200,2000,Under New Management,1563897563,9781563897566
The Adversary,Julian May,Science,http://books.google.com/books/content?id=1qhsAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,4286,"The fourth and final volume of The Saga of Pliocene Exile. Until the arrival of Aiken Drum, the 100,000 humans who had fled backward in time to Pliocene exile on Earth knew little but slavery to the Tanu -- the humanoid aliens who came from another galaxy. But King Aiken's rule is precarious, for the Tanu's twisted bretheren are secretly maneuvering to bring about his downfall. Worse -- Aiken is about to confront a man of incredibly powerful Talents who nearly overthrew a galactic rule. He is Marc Remillard. Call him . . . The Adversary.",,472,1987,,345352440,9780345352446
